seed,mode,both_correct,gru_correct_linear_wrong,gru_wrong_linear_correct,both_wrong
0,iid,0.49960875511169434,0.49900102615356445,0.49893707036972046,0.49888351559638977
0,noise_ood,0.4986880123615265,0.4993266761302948,0.49925917387008667,0.49895018339157104
0,length_ood,0.4987776577472687,0.49895042181015015,0.499043345451355,0.49888941645622253
0,combined_ood,0.4983251094818115,0.49927806854248047,0.4986497461795807,0.4988943338394165
